渔船ID,坐标X,坐标Y,速度,方向,时间,作业类型,海域
闽渔9321,561.73,277.51,5.7,141,2025-06-11 12:27:00,拖网,东海近海
闽渔9321,560.27,275.88,3.7,81,2025-06-11 13:03:00,拖网,东海近海
闽渔9321,557.53,276.94,5.3,358,2025-06-11 13:34:00,拖网,东海近海
闽渔9321,555.92,276.83,2.5,144,2025-06-11 13:57:00,拖网,东海近海
闽渔9321,554.21,279.73,3.0,123,2025-06-11 14:25:00,拖网,东海近海
闽渔9321,554.03,281.01,3.5,37,2025-06-11 15:02:00,拖网,东海近海
闽渔9321,551.48,278.5,4.2,155,2025-06-11 15:34:00,拖网,东海近海
闽渔9321,548.52,276.07,5.6,311,2025-06-11 16:03:00,拖网,东海近海
闽渔9321,550.47,273.36,3.7,70,2025-06-11 16:28:00,拖网,东海近海
闽渔9321,549.09,274.64,2.0,207,2025-06-11 17:00:00,拖网,东海近海
闽渔9321,550.85,271.73,3.6,348,2025-06-11 17:35:00,拖网,东海近海
闽渔9321,549.22,271.29,32.2,119,2025-06-11 17:57:00,拖网,东海近海
闽渔9321,549.27,269.66,2.8,82,2025-06-11 18:28:00,拖网,东海近海
闽渔9321,550.88,272.59,3.9,344,2025-06-11 19:04:00,拖网,东海近海
闽渔9321,549.83,274.01,2.6,279,2025-06-11 19:35:00,拖网,东海近海
闽渔9321,548.28,275.91,3.7,259,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,549.7,274.27,3.8,210,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,548.94,275.34,3.7,89,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,548.25,275.83,2.2,347,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,549.6,275.25,5.2,9,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,547.58,274.26,3.2,127,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,548.29,272.29,5.2,194,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,546.13,274.01,4.4,194,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,543.92,275.38,5.6,58,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,544.25,272.45,3.9,234,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,541.51,272.63,5.4,212,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,539.34,273.2,2.2,50,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,538.99,271.15,4.6,85,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,537.17,269.74,5.4,177,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,535.65,267.35,4.4,270,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,538.02,269.34,3.1,120,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,538.48,268.51,5.3,204,2025-06-11 20:00:00,拖网,东海近海
闽渔9321,539.76,268.53,4.1,82,2025-06-11 20:00:00,拖网,东海近海
浙渔7548,271.38,227.63,10.6,46,2025-06-23 03:59:00,围网,黄海中部
浙渔7548,272.3,228.76,12.9,289,2025-06-23 04:30:00,围网,黄海中部
浙渔7548,272.31,227.53,14.1,35,2025-06-23 05:05:00,围网,黄海中部
浙渔7548,274.08,227.09,8.5,213,2025-06-23 05:26:00,围网,黄海中部
浙渔7548,271.99,226.79,12.0,309,2025-06-23 06:03:00,围网,黄海中部
浙渔7548,269.41,227.11,8.4,354,2025-06-23 06:25:00,围网,黄海中部
浙渔7548,267.52,229.78,12.7,69,2025-06-23 06:58:00,围网,黄海中部
浙渔7548,270.27,230.87,11.1,151,2025-06-23 07:34:00,围网,黄海中部
浙渔7548,267.29,233.51,12.8,347,2025-06-23 07:59:00,围网,黄海中部
浙渔7548,270.26,235.43,8.7,296,2025-06-23 08:29:00,围网,黄海中部
浙渔7548,270.1,234.24,10.3,71,2025-06-23 08:57:00,围网,黄海中部
浙渔7548,270.05,233.59,8.6,318,2025-06-23 09:27:00,围网,黄海中部
浙渔7548,268.83,233.95,11.7,28,2025-06-23 09:58:00,围网,黄海中部
浙渔7548,271.47,231.73,13.6,111,2025-06-23 10:32:00,围网,黄海中部
浙渔7548,271.39,233.38,11.7,230,2025-06-23 10:56:00,围网,黄海中部
浙渔7548,268.4,231.03,8.3,354,2025-06-23 11:25:00,围网,黄海中部
浙渔7548,269.95,230.64,13.7,76,2025-06-23 12:02:00,围网,黄海中部
浙渔7548,271.39,229.81,15.0,147,2025-06-23 12:27:00,围网,黄海中部
浙渔7548,269.87,231.15,10.0,123,2025-06-23 13:05:00,围网,黄海中部
浙渔7548,272.65,230.39,12.6,307,2025-06-23 13:35:00,围网,黄海中部
浙渔7548,273.11,227.53,11.7,5,2025-06-23 14:03:00,围网,黄海中部
浙渔7548,275.86,226.32,10.8,72,2025-06-23 14:26:00,围网,黄海中部
浙渔7548,276.63,223.69,14.9,60,2025-06-23 14:56:00,围网,黄海中部
浙渔7548,277.66,226.05,13.5,37,2025-06-23 15:25:00,围网,黄海中部
浙渔7548,279.36,226.78,14.2,106,2025-06-23 15:56:00,围网,黄海中部
浙渔7548,277.25,225.51,9.0,247,2025-06-23 16:35:00,围网,黄海中部
浙渔7548,275.03,227.28,8.2,94,2025-06-23 16:55:00,围网,黄海中部
浙渔7548,274.0,227.53,8.9,9,2025-06-23 17:26:00,围网,黄海中部
浙渔7548,276.78,228.9,13.0,55,2025-06-23 18:04:00,围网,黄海中部
浙渔7548,278.44,226.33,12.9,268,2025-06-23 18:25:00,围网,黄海中部
浙渔7548,278.26,223.72,10.2,85,2025-06-23 18:57:00,围网,黄海中部
浙渔7548,279.95,226.22,8.2,98,2025-06-23 19:33:00,围网,黄海中部
浙渔7548,277.8,224.29,11.3,40,2025-06-23 19:57:00,围网,黄海中部
浙渔7548,279.62,222.46,8.2,152,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,277.5,222.06,9.3,356,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,275.16,223.24,11.6,67,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,276.48,225.61,14.3,142,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,277.7,223.01,10.8,80,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,277.72,224.17,12.9,93,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,275.45,226.05,12.3,265,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,275.55,228.55,13.3,330,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,273.69,229.02,10.1,286,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,272.08,231.76,10.1,144,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,275.04,229.58,11.6,104,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,272.2,231.38,11.0,269,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,270.08,232.47,9.9,242,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,270.68,234.44,10.9,160,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,269.3,234.56,11.6,125,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,266.48,233.63,13.0,15,2025-06-23 20:00:00,围网,黄海中部
浙渔7548,265.39,234.87,12.6,156,2025-06-23 20:00:00,围网,黄海中部
闽渔7454,161.22,365.3,11.2,308,2025-06-20 03:58:00,围网,渤海湾
闽渔7454,162.43,363.9,8.2,126,2025-06-20 04:29:00,围网,渤海湾
闽渔7454,,,12.8,293,2025-06-20 05:05:00,围网,渤海湾
闽渔7454,165.35,365.54,9.2,43,2025-06-20 05:34:00,围网,渤海湾
闽渔7454,166.56,363.77,10.4,316,2025-06-20 06:00:00,围网,渤海湾
闽渔7454,165.31,364.77,11.5,8,2025-06-20 06:33:00,围网,渤海湾
闽渔7454,164.2,362.01,10.3,119,2025-06-20 07:03:00,围网,渤海湾
闽渔7454,164.19,361.0,13.8,207,2025-06-20 07:33:00,围网,渤海湾
闽渔7454,162.48,363.23,9.5,343,2025-06-20 07:58:00,围网,渤海湾
闽渔7454,162.16,362.36,8.3,314,2025-06-20 08:29:00,围网,渤海湾
闽渔7454,164.16,363.47,13.0,123,2025-06-20 08:55:00,围网,渤海湾
闽渔7454,162.29,362.43,9.6,260,2025-06-20 09:28:00,围网,渤海湾
闽渔7454,163.55,365.12,8.7,11,2025-06-20 10:04:00,围网,渤海湾
闽渔7454,164.52,362.67,11.8,99,2025-06-20 10:27:00,围网,渤海湾
闽渔7454,163.22,365.66,8.0,21,2025-06-20 11:05:00,围网,渤海湾
闽渔7454,163.39,366.75,10.3,324,2025-06-20 11:30:00,围网,渤海湾
闽渔7454,166.05,366.07,10.0,136,2025-06-20 11:55:00,围网,渤海湾
闽渔7454,166.68,364.35,11.5,1,2025-06-20 12:33:00,围网,渤海湾
闽渔7454,165.8,362.35,10.1,226,2025-06-20 12:56:00,围网,渤海湾
闽渔7454,164.91,362.16,14.9,129,2025-06-20 13:27:00,围网,渤海湾
闽渔7454,165.43,359.24,10.3,203,2025-06-20 13:56:00,围网,渤海湾
闽渔7454,164.91,362.03,14.5,292,2025-06-20 14:30:00,围网,渤海湾
闽渔7454,164.51,362.18,13.6,62,2025-06-20 14:56:00,围网,渤海湾
闽渔7454,161.7,362.08,12.9,339,2025-06-20 15:35:00,围网,渤海湾
闽渔7454,163.06,362.78,10.7,149,2025-06-20 15:55:00,围网,渤海湾
闽渔7454,165.71,362.15,8.3,328,2025-06-20 16:35:00,围网,渤海湾
闽渔7454,166.85,361.89,10.1,163,2025-06-20 17:00:00,围网,渤海湾
闽渔7454,166.34,362.3,14.4,97,2025-06-20 17:27:00,围网,渤海湾
闽渔7454,163.54,362.64,29.3,190,2025-06-20 18:04:00,围网,渤海湾
闽渔7454,165.95,361.9,12.4,344,2025-06-20 18:34:00,围网,渤海湾
闽渔7454,164.1,359.32,12.1,320,2025-06-20 18:59:00,围网,渤海湾
闽渔7454,165.81,358.28,8.7,124,2025-06-20 19:35:00,围网,渤海湾
闽渔7454,165.09,357.38,11.7,351,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,165.63,357.91,12.8,247,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,166.25,356.21,9.2,205,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,165.79,357.58,11.3,130,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,163.95,358.02,8.3,92,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,164.61,355.1,13.0,224,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,161.74,353.55,14.3,127,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,159.16,353.57,8.2,41,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,157.2,350.58,12.6,74,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,157.52,349.66,8.5,186,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,158.02,350.81,36.9,43,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,160.76,349.62,13.0,239,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,160.96,352.46,8.1,258,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,160.95,349.73,11.0,125,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,162.55,349.41,8.9,125,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,164.65,346.71,14.5,115,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,162.1,344.47,9.1,150,2025-06-20 20:00:00,围网,渤海湾
闽渔7454,163.64,342.64,13.5,341,2025-06-20 20:00:00,围网,渤海湾
粤渔7128,172.57,354.14,11.4,120,2025-06-19 04:01:00,围网,渤海湾
粤渔7128,171.98,357.06,13.4,165,2025-06-19 04:31:00,围网,渤海湾
粤渔7128,174.45,358.51,14.3,289,2025-06-19 05:02:00,围网,渤海湾
粤渔7128,172.52,358.8,9.5,99,2025-06-19 05:27:00,围网,渤海湾
粤渔7128,170.0,358.31,10.1,162,2025-06-19 05:58:00,围网,渤海湾
粤渔7128,168.02,357.98,12.0,109,2025-06-19 06:34:00,围网,渤海湾
粤渔7128,167.01,356.6,9.4,80,2025-06-19 06:55:00,围网,渤海湾
粤渔7128,166.95,359.08,11.3,67,2025-06-19 07:35:00,围网,渤海湾
粤渔7128,165.0,356.68,14.3,153,2025-06-19 08:00:00,围网,渤海湾
粤渔7128,162.37,358.55,27.7,313,2025-06-19 08:31:00,围网,渤海湾
粤渔7128,163.04,360.26,13.4,39,2025-06-19 09:01:00,围网,渤海湾
粤渔7128,165.2,362.34,10.2,267,2025-06-19 09:30:00,围网,渤海湾
粤渔7128,168.13,364.46,11.2,178,2025-06-19 09:59:00,围网,渤海湾
粤渔7128,166.15,364.08,12.9,183,2025-06-19 10:26:00,围网,渤海湾
粤渔7128,164.37,366.68,11.2,71,2025-06-19 10:57:00,围网,渤海湾
粤渔7128,164.86,364.92,10.7,92,2025-06-19 11:33:00,围网,渤海湾
粤渔7128,166.45,363.85,8.5,102,2025-06-19 12:03:00,围网,渤海湾
粤渔7128,164.81,365.02,14.4,64,2025-06-19 12:28:00,围网,渤海湾
粤渔7128,163.41,363.62,14.4,33,2025-06-19 13:04:00,围网,渤海湾
粤渔7128,161.6,362.24,11.5,316,2025-06-19 13:32:00,围网,渤海湾
粤渔7128,163.44,362.83,14.3,84,2025-06-19 14:05:00,围网,渤海湾
粤渔7128,164.58,361.11,13.0,318,2025-06-19 14:29:00,围网,渤海湾
粤渔7128,166.21,359.27,11.4,130,2025-06-19 15:04:00,围网,渤海湾
粤渔7128,168.94,357.27,10.6,136,2025-06-19 15:30:00,围网,渤海湾
粤渔7128,169.49,359.78,12.8,199,2025-06-19 16:03:00,围网,渤海湾
粤渔7128,169.35,357.63,9.6,2,2025-06-19 16:32:00,围网,渤海湾
粤渔7128,169.33,355.6,12.7,138,2025-06-19 17:00:00,围网,渤海湾
粤渔7128,171.87,355.66,14.2,205,2025-06-19 17:35:00,围网,渤海湾
粤渔7128,170.6,353.4,10.7,241,2025-06-19 18:01:00,围网,渤海湾
粤渔7128,170.75,354.53,12.5,241,2025-06-19 18:31:00,围网,渤海湾
粤渔7128,169.56,353.07,8.1,247,2025-06-19 18:55:00,围网,渤海湾
粤渔7128,169.96,352.73,10.5,66,2025-06-19 19:32:00,围网,渤海湾
粤渔7128,168.85,350.97,9.6,201,2025-06-19 19:59:00,围网,渤海湾
粤渔7128,165.98,351.47,12.5,9,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,166.92,348.71,8.6,18,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,168.73,351.13,14.4,182,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,166.53,351.38,10.1,11,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,165.01,350.49,12.4,68,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,166.24,350.68,13.2,159,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,168.13,352.22,10.9,278,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,166.06,354.76,8.2,333,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,165.7,354.45,9.5,257,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,165.03,351.67,13.3,16,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,164.65,350.02,11.7,225,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,162.97,352.51,12.1,143,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,164.25,351.94,14.3,171,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,,,14.0,42,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,163.04,348.86,12.1,232,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,160.17,346.41,10.2,228,2025-06-19 20:00:00,围网,渤海湾
粤渔7128,157.72,345.01,10.0,22,2025-06-19 20:00:00,围网,渤海湾
闽渔8623,288.68,281.39,5.1,25,2025-06-27 04:02:00,流刺网,黄海中部
闽渔8623,287.05,283.73,9.4,118,2025-06-27 04:31:00,流刺网,黄海中部
闽渔8623,285.74,283.25,4.1,5,2025-06-27 04:59:00,流刺网,黄海中部
闽渔8623,284.91,285.46,4.3,27,2025-06-27 05:29:00,流刺网,黄海中部
闽渔8623,281.96,282.75,8.5,54,2025-06-27 05:59:00,流刺网,黄海中部
闽渔8623,282.01,281.72,7.3,140,2025-06-27 06:31:00,流刺网,黄海中部
闽渔8623,280.7,280.87,4.9,242,2025-06-27 07:04:00,流刺网,黄海中部
闽渔8623,279.27,280.54,6.5,347,2025-06-27 07:30:00,流刺网,黄海中部
闽渔8623,280.79,277.93,6.7,241,2025-06-27 07:59:00,流刺网,黄海中部
闽渔8623,279.71,277.29,7.8,313,2025-06-27 08:32:00,流刺网,黄海中部
闽渔8623,277.73,276.47,5.2,235,2025-06-27 09:02:00,流刺网,黄海中部
闽渔8623,276.97,273.87,5.3,195,2025-06-27 09:34:00,流刺网,黄海中部
闽渔8623,277.04,271.68,6.8,334,2025-06-27 10:04:00,流刺网,黄海中部
闽渔8623,278.31,273.84,7.8,329,2025-06-27 10:34:00,流刺网,黄海中部
闽渔8623,276.96,276.51,9.8,140,2025-06-27 11:00:00,流刺网,黄海中部
闽渔8623,279.02,274.48,4.9,31,2025-06-27 11:25:00,流刺网,黄海中部
闽渔8623,279.28,272.05,4.9,182,2025-06-27 12:01:00,流刺网,黄海中部
闽渔8623,277.15,271.49,9.8,174,2025-06-27 12:27:00,流刺网,黄海中部
闽渔8623,278.31,271.79,9.5,135,2025-06-27 12:59:00,流刺网,黄海中部
闽渔8623,277.91,272.0,6.2,99,2025-06-27 13:25:00,流刺网,黄海中部
闽渔8623,278.24,274.23,9.1,103,2025-06-27 14:05:00,流刺网,黄海中部
闽渔8623,278.98,274.94,7.0,337,2025-06-27 14:26:00,流刺网,黄海中部
闽渔8623,280.98,276.04,8.0,139,2025-06-27 14:58:00,流刺网,黄海中部
闽渔8623,279.25,275.43,4.3,50,2025-06-27 15:35:00,流刺网,黄海中部
闽渔8623,276.75,273.93,5.8,98,2025-06-27 15:58:00,流刺网,黄海中部
闽渔8623,274.14,274.48,7.1,223,2025-06-27 16:29:00,流刺网,黄海中部
闽渔8623,272.49,275.99,8.3,316,2025-06-27 16:56:00,流刺网,黄海中部
闽渔8623,272.3,277.67,9.2,59,2025-06-27 17:34:00,流刺网,黄海中部
闽渔8623,273.35,280.36,8.9,87,2025-06-27 17:55:00,流刺网,黄海中部
闽渔8623,270.94,282.89,5.3,137,2025-06-27 18:29:00,流刺网,黄海中部
闽渔8623,273.27,279.9,7.1,231,2025-06-27 19:03:00,流刺网,黄海中部
闽渔8623,274.68,278.92,5.2,70,2025-06-27 19:25:00,流刺网,黄海中部
闽渔8623,273.68,277.58,27.9,131,2025-06-27 19:55:00,流刺网,黄海中部
闽渔8623,270.74,275.99,7.4,248,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,268.7,277.08,7.9,85,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,270.47,274.57,9.8,292,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,268.34,272.38,4.0,99,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,270.74,269.87,4.5,257,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,270.8,270.31,6.9,260,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,272.18,268.8,6.8,147,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,270.61,266.84,4.5,250,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,272.59,265.19,9.2,230,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,274.44,265.31,6.3,68,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,276.81,267.5,4.3,244,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,274.66,267.24,8.4,196,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,272.8,269.1,6.5,250,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,271.08,271.52,34.2,30,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,273.91,268.94,9.5,333,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,275.93,269.72,9.6,216,2025-06-27 20:00:00,流刺网,黄海中部
闽渔8623,276.19,271.67,7.3,165,2025-06-27 20:00:00,流刺网,黄海中部
鲁渔5075,139.6,374.59,3.5,313,2025-06-27 03:58:00,拖网,渤海湾
鲁渔5075,136.72,374.95,2.8,255,2025-06-27 04:26:00,拖网,渤海湾
鲁渔5075,137.77,374.17,5.8,331,2025-06-27 05:00:00,拖网,渤海湾
鲁渔5075,136.71,374.65,5.1,224,2025-06-27 05:25:00,拖网,渤海湾
鲁渔5075,136.63,373.07,5.1,143,2025-06-27 05:58:00,拖网,渤海湾
鲁渔5075,138.6,374.84,5.3,115,2025-06-27 06:28:00,拖网,渤海湾
鲁渔5075,136.06,372.41,3.1,4,2025-06-27 07:01:00,拖网,渤海湾
鲁渔5075,138.52,370.33,2.1,352,2025-06-27 07:28:00,拖网,渤海湾
鲁渔5075,140.02,372.55,5.2,42,2025-06-27 08:03:00,拖网,渤海湾
鲁渔5075,137.16,373.86,4.2,270,2025-06-27 08:26:00,拖网,渤海湾
鲁渔5075,137.58,374.52,4.0,32,2025-06-27 09:01:00,拖网,渤海湾
鲁渔5075,136.17,373.09,3.6,211,2025-06-27 09:27:00,拖网,渤海湾
鲁渔5075,134.68,375.87,5.2,325,2025-06-27 10:03:00,拖网,渤海湾
鲁渔5075,135.23,378.87,2.2,18,2025-06-27 10:25:00,拖网,渤海湾
鲁渔5075,137.67,377.03,5.5,154,2025-06-27 11:02:00,拖网,渤海湾
鲁渔5075,,,2.4,151,2025-06-27 11:26:00,拖网,渤海湾
鲁渔5075,138.02,378.53,4.5,339,2025-06-27 11:55:00,拖网,渤海湾
鲁渔5075,139.99,379.5,4.8,8,2025-06-27 12:27:00,拖网,渤海湾
鲁渔5075,138.59,378.81,3.1,84,2025-06-27 13:05:00,拖网,渤海湾
鲁渔5075,137.45,378.33,4.5,32,2025-06-27 13:25:00,拖网,渤海湾
鲁渔5075,135.45,375.75,2.9,146,2025-06-27 14:00:00,拖网,渤海湾
鲁渔5075,133.16,377.1,4.8,23,2025-06-27 14:33:00,拖网,渤海湾
鲁渔5075,133.85,376.3,36.5,107,2025-06-27 15:00:00,拖网,渤海湾
鲁渔5075,133.16,373.88,2.6,274,2025-06-27 15:30:00,拖网,渤海湾
鲁渔5075,132.86,373.69,5.0,168,2025-06-27 16:05:00,拖网,渤海湾
鲁渔5075,135.73,375.87,4.2,260,2025-06-27 16:26:00,拖网,渤海湾
鲁渔5075,134.84,377.14,4.9,90,2025-06-27 17:02:00,拖网,渤海湾
鲁渔5075,136.53,377.45,4.8,186,2025-06-27 17:30:00,拖网,渤海湾
鲁渔5075,137.16,380.07,5.9,295,2025-06-27 18:05:00,拖网,渤海湾
鲁渔5075,138.81,379.72,3.8,346,2025-06-27 18:31:00,拖网,渤海湾
鲁渔5075,137.19,378.44,4.4,145,2025-06-27 18:59:00,拖网,渤海湾
鲁渔5075,136.67,380.61,4.8,68,2025-06-27 19:32:00,拖网,渤海湾
鲁渔5075,136.54,380.97,3.6,84,2025-06-27 19:57:00,拖网,渤海湾
鲁渔5075,137.48,383.79,5.8,175,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,138.62,385.24,4.0,61,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,139.54,382.39,5.1,11,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,137.67,383.64,4.1,240,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,140.46,380.85,5.0,102,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,139.59,380.13,4.5,47,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,140.32,377.46,5.6,225,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,139.45,376.93,4.2,33,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,138.99,378.97,3.6,115,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,139.09,378.62,3.3,131,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,139.34,379.37,4.7,269,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,140.51,379.29,3.6,60,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,138.28,378.87,5.9,235,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,135.94,380.08,5.1,176,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,138.2,377.32,4.4,146,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,137.64,377.28,5.1,288,2025-06-27 20:00:00,拖网,渤海湾
鲁渔5075,137.55,376.28,3.9,188,2025-06-27 20:00:00,拖网,渤海湾
闽渔9229,500.87,226.16,5.1,295,2025-06-26 03:56:00,流刺网,东海近海
闽渔9229,502.77,227.38,8.9,272,2025-06-26 04:31:00,流刺网,东海近海
闽渔9229,503.76,226.16,4.0,251,2025-06-26 05:01:00,流刺网,东海近海
闽渔9229,504.67,224.79,5.0,202,2025-06-26 05:31:00,流刺网,东海近海
闽渔9229,502.06,226.8,9.7,161,2025-06-26 05:55:00,流刺网,东海近海
闽渔9229,502.74,226.56,7.7,142,2025-06-26 06:33:00,流刺网,东海近海
闽渔9229,500.64,226.98,9.5,99,2025-06-26 06:56:00,流刺网,东海近海
闽渔9229,497.65,228.78,9.5,274,2025-06-26 07:27:00,流刺网,东海近海
闽渔9229,494.9,228.3,4.3,60,2025-06-26 08:05:00,流刺网,东海近海
闽渔9229,493.82,231.16,7.5,175,2025-06-26 08:33:00,流刺网,东海近海
闽渔9229,496.48,230.05,5.0,162,2025-06-26 08:56:00,流刺网,东海近海
闽渔9229,497.92,227.75,5.8,70,2025-06-26 09:26:00,流刺网,东海近海
闽渔9229,499.51,226.96,8.8,250,2025-06-26 10:05:00,流刺网,东海近海
闽渔9229,497.19,225.72,9.3,287,2025-06-26 10:32:00,流刺网,东海近海
闽渔9229,496.08,223.43,4.8,151,2025-06-26 10:58:00,流刺网,东海近海
闽渔9229,496.59,221.56,9.1,136,2025-06-26 11:33:00,流刺网,东海近海
